54e8d9df-d1e9-4a65-8075-c5919079ec4c,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AML01,Amsterdam,London,2024-01-10 06:15:00,2024-01-10 07:25:00,50,160
250177a3-0914-4d74-a0a9-9757f97b9814,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMP01,Amsterdam,Paris,2024-01-10 06:25:00,2024-01-10 07:45:00,60,160
4e4b10f9-deaf-4a78-b376-cc1fdad0df96,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMMA01,Amsterdam,Madrid,2024-01-10 06:40:00,2024-01-10 09:15:00,140,160
c321eace-25b8-40fb-8da4-151af8de3f47,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,WAA01R,Amsterdam,Warsaw,2024-01-10 08:45:00,2024-01-10 10:55:00,130,160
73d01489-00e6-4bd4-a6ea-5223a1535b66,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,KYA01R,Amsterdam,Kyiv,2024-01-10 08:55:00,2024-01-10 11:20:00,145,160
ad5b50e5-e6d2-44df-af4d-344ddc371261,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AML02,Amsterdam,London,2024-01-10 09:25:00,2024-01-10 10:35:00,50,160
fc25983c-cd8f-4125-89f9-c9b237f97995,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMP02,Amsterdam,Paris,2024-01-10 09:35:00,2024-01-10 10:55:00,60,160
ae5f40f7-531f-4bec-97df-e26f76940d0f,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,ISA01R,Amsterdam,Istanbul,2024-01-10 10:20:00,2024-01-10 14:10:00,220,160
7a9bd773-2389-4130-a2e6-4eea6dfa57f7,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,MOA01R,Amsterdam,Moscow,2024-01-10 11:30:00,2024-01-10 15:00:00,320,160
9de52dab-0bfe-4ead-842d-1a4949144f32,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,MIA01R,Amsterdam,Minsk,2024-01-10 11:45:00,2024-01-10 14:20:00,300,160
63d6ae7f-b2fd-42ea-bd2e-c1b8464bb84c,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMMA02,Amsterdam,Madrid,2024-01-10 12:00:00,2024-01-10 14:35:00,140,160
9b2f4975-f15f-4866-b5a8-1805613f9647,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,WAA02R,Amsterdam,Warsaw,2024-01-10 13:20:00,2024-01-10 15:30:00,130,160
7cc66d98-073a-4d79-a281-ff44851e9a28,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,KYA02R,Amsterdam,Kyiv,2024-01-10 13:55:00,2024-01-10 16:20:00,145,160
da187f20-7594-42b2-b5d7-180ec67b5a39,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMP03,Amsterdam,Paris,2024-01-10 14:15:00,2024-01-10 15:35:00,60,160
5e8bd7f9-3859-4675-a621-982509697b30,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AML03,Amsterdam,London,2024-01-10 14:35:00,2024-01-10 15:45:00,50,160
c132b646-e302-418e-b404-55b0c0baa85c,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AML04,Amsterdam,London,2024-01-10 17:05:00,2024-01-10 18:15:00,50,160
ca4a3aec-43f0-4327-b5aa-9f812c075371,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMP04,Amsterdam,Paris,2024-01-10 17:10:00,2024-01-10 18:30:00,60,160
05774575-5462-46dd-a491-300b6869834f,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,AMMA03,Amsterdam,Madrid,2024-01-10 17:20:00,2024-01-10 19:55:00,140,160
b6b983b7-b863-45ce-a6d3-f9e69b30038d,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,WAA03R,Amsterdam,Warsaw,2024-01-10 17:55:00,2024-01-10 20:05:00,130,160
7190158b-0089-4196-b1c6-db759796b6e7,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,MIA02R,Amsterdam,Minsk,2024-01-10 18:25:00,2024-01-10 21:00:00,300,160
6d10fc60-7a9a-478f-b686-9483715c9d30,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,ISA02R,Amsterdam,Istanbul,2024-01-10 18:30:00,2024-01-10 22:20:00,220,160
5dcd11fb-58bc-4f21-a8bb-e15bc227203a,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,MOA02R,Amsterdam,Moscow,2024-01-10 18:50:00,2024-01-10 22:20:00,320,160
d7656ffe-0f3d-4e7d-814f-e4887b6f7e65,2024-01-04 09:37:01.275,2024-01-04 09:37:01.275,KYA03R,Amsterdam,Kyiv,2024-01-10 19:05:00,2024-01-10 21:30:00,145,160
